content,content_clean
"Kreen, kita bisa blajar dari mana saja dan kapan saja... Ada fitur kumpulin tugas juga, jadi bisa evaluasi hasil belajar nnti",Kreen kita bisa blajar dari mana saja dan kapan saja Ada fitur kumpulin tugas juga jadi bisa evaluasi hasil belajar nnti
"Aplikasinya ok...sangat membantu anak dalam belajar, fiturnya lengkap, terimakasih EdLink..",Aplikasinya oksangat membantu anak dalam belajar fiturnya lengkap terimakasih EdLink
menurut aq ini aplikasi yang bagus dan juga bermanfaat banget yah ....karna ini sangat membantu dan memudahkan saya saat blajar online,menurut aq ini aplikasi yang bagus dan juga bermanfaat banget yah karna ini sangat membantu dan memudahkan saya saat blajar online
Aplikasinya bagus sekali.untuk sistim penyimpanan tugasnya lebih ditingkatkan lagi kak.agar penyimpanan tidak mudah full .terimakasih,Aplikasinya bagus sekaliuntuk sistim penyimpanan tugasnya lebih ditingkatkan lagi kakagar penyimpanan tidak mudah full terimakasih
Recommended banget.... terimakasih Edlink,Recommended banget terimakasih Edlink
"Aplikasi yg sangat bermanfaat , selamat mencoba teman2",Aplikasi yg sangat bermanfaat  selamat mencoba teman
Wah aplikasi yang sangat bermanfaat sekali.oya saya sarankan untuk penyimpanan opsional harus di tambahin.recomented pokoknya,Wah aplikasi yang sangat bermanfaat sekalioya saya sarankan untuk penyimpanan opsional harus di tambahinrecomented pokoknya
"Mantab ..bintang 5 , recomended aplikasi untuk kegiatan belajar mengajar secara online ...semoga terus dikembangkan menjadi lebih baik lagi",Mantab bintang   recomended aplikasi untuk kegiatan belajar mengajar secara online semoga terus dikembangkan menjadi lebih baik lagi
Rekomen banget nih sangat membantu saya dalam belajar materi pelajaran perkuliahan sukses selalu buat aplikasinya,Rekomen banget nih sangat membantu saya dalam belajar materi pelajaran perkuliahan sukses selalu buat aplikasinya
Sangat membantu saya dalam menyelesaikan skripsi banyak sekali materi kuliah di sini,Sangat membantu saya dalam menyelesaikan skripsi banyak sekali materi kuliah di sini
"Aplikasinya sangat membantu banget buat pelajar kaya aku. Jadi gk perlu bingung"" lagi kalau ada pelajaran kelompok.",Aplikasinya sangat membantu banget buat pelajar kaya aku Jadi gk perlu bingung lagi kalau ada pelajaran kelompok
Aplikasinya sangat bermanfaat dan sangat mudah digunakan. Fitur2nya juga lengkap. Terima kasih EdLink.,Aplikasinya sangat bermanfaat dan sangat mudah digunakan Fiturnya juga lengkap Terima kasih EdLink
Aplikasi edlink membantu para siswa dlm hal pembelajaran dlm forum berupa info dan materi jg bs di dpt dr aplikasi ini.keren sih,Aplikasi edlink membantu para siswa dlm hal pembelajaran dlm forum berupa info dan materi jg bs di dpt dr aplikasi inikeren sih
"Bagus aplikasinya, sangat membantu sekali untuk cek dan ricek pengumpulan tugas. Tampilannya eye catching dan cara kerja sistemnya juga mudah dimengerti. Good 👍",Bagus aplikasinya sangat membantu sekali untuk cek dan ricek pengumpulan tugas Tampilannya eye catching dan cara kerja sistemnya juga mudah dimengerti Good
Wow mantap setelah unduh apk EdLink saya sangat puas dan menyenangkan diskusi lancar dan video conference tidak ada halangan mantul pertahankan,Wow mantap setelah unduh apk EdLink saya sangat puas dan menyenangkan diskusi lancar dan video conference tidak ada halangan mantul pertahankan
Aplikasi EdLink so far so good menurut saya. Tinggal perbesar bagian panyimpanannya biar lebih enak lagi.,Aplikasi EdLink so far so good menurut saya Tinggal perbesar bagian panyimpanannya biar lebih enak lagi
"Bagus aplikasinya, mudah digunakan fiturnya juga banyak jadi lebih mempermudah penggunanya",Bagus aplikasinya mudah digunakan fiturnya juga banyak jadi lebih mempermudah penggunanya
"Untuk kegiatan belajar online pakai aplikasi Edlink saya akui sih bagus,dan untuk menghapus file nya pun juga mudah.Oh iya satu lagi yaitu tampilan aplikasi nya fresh!",Untuk kegiatan belajar online pakai aplikasi Edlink saya akui sih bagusdan untuk menghapus file nya pun juga mudahOh iya satu lagi yaitu tampilan aplikasi nya fresh
"Aplikasi rusak, harus update kalau mau masuk apk ini gak jelas",Aplikasi rusak harus update kalau mau masuk apk ini gak jelas
Tolong untuk penghapusan file dipermudah. Untuk menghapus file sulit sekali karena ada peringatan tidak bisa dihapus meski sudah pakai banyak tutorial menghapus tetap tidak bisa. Sedangkan penyimpanan tidak banyak dan cepat penuh. Terimakasih.,Tolong untuk penghapusan file dipermudah Untuk menghapus file sulit sekali karena ada peringatan tidak bisa dihapus meski sudah pakai banyak tutorial menghapus tetap tidak bisa Sedangkan penyimpanan tidak banyak dan cepat penuh Terimakasih
Ok,Ok
Sesuai pengalaman saya ya cuma segitu,Sesuai pengalaman saya ya cuma segitu
Ko ngga bisa masuk ya? mentok di logo,Ko ngga bisa masuk ya mentok di logo
Memudahkan mahasiswa mengirim tugas...👍,Memudahkan mahasiswa mengirim tugas
"Data mudah penuh, gabisa diperbarui untuk penambahan data, data yang lama juga gabisa di hapus. Tidak muncul notifikasi juga",Data mudah penuh gabisa diperbarui untuk penambahan data data yang lama juga gabisa di hapus Tidak muncul notifikasi juga
Begini dulu,Begini dulu
"Maaf sebelumnya nihh, tolong dong buat edlink diperbaiki lagi sistemnya, kalo mau ngirim tugas dll suka lemot padahal koneksi jaringan stabil. Terimakasih 🙏",Maaf sebelumnya nihh tolong dong buat edlink diperbaiki lagi sistemnya kalo mau ngirim tugas dll suka lemot padahal koneksi jaringan stabil Terimakasih
Apk nya kurang masa belum masuk kan aku siakad eh tulisan nya akun berasil ditambah kan gimna sih padahal belum masukan akun,Apk nya kurang masa belum masuk kan aku siakad eh tulisan nya akun berasil ditambah kan gimna sih padahal belum masukan akun
Kecewa sih sama api ini!!!! setelah d upgrade emang sih ada beberapa fitur yang makin bagus tapi dalam pengunduhan dokumen itu jadi ribet GK bisa d simpen lama dan tersimpennya d unduhan. Kesel banget pokoknya,Kecewa sih sama api ini setelah d upgrade emang sih ada beberapa fitur yang makin bagus tapi dalam pengunduhan dokumen itu jadi ribet GK bisa d simpen lama dan tersimpennya d unduhan Kesel banget pokoknya
Mantap,Mantap
"Kasih masuk dengan opsi link lah astaga dan share link lah, app gaje. Yg buat sape dah",Kasih masuk dengan opsi link lah astaga dan share link lah app gaje Yg buat sape dah
"Kenapa saat mendownload tugas dari edlink tidak bisa,, sehingga saya susah melihat tugas yg diberikan dosen,, mohon untuk ditingkatkan lagi🙏",Kenapa saat mendownload tugas dari edlink tidak bisa sehingga saya susah melihat tugas yg diberikan dosen mohon untuk ditingkatkan lagi
Mantap,Mantap
The best 👍🏻,The best
Kenapa penyimpana buat kirim tugas nya tiba tiba penuh?,Kenapa penyimpana buat kirim tugas nya tiba tiba penuh
"Kalau mau update apk tuh harus nya tau waktu, jangan pas lagi waktu perkuliahan",Kalau mau update apk tuh harus nya tau waktu jangan pas lagi waktu perkuliahan
"Kak, aku habis update version terbaru tapi malah nggak bisa log in ke akun ku, keterangannya akun punya aku udah log in di device lain. Padahal di hp sama laptop nggak log in. Tolong banget ya kak dibantu. Terimakasih",Kak aku habis update version terbaru tapi malah nggak bisa log in ke akun ku keterangannya akun punya aku udah log in di device lain Padahal di hp sama laptop nggak log in Tolong banget ya kak dibantu Terimakasih
Ini kok susah di donwload yah kenapaa??,Ini kok susah di donwload yah kenapaa
Memuaskan,Memuaskan
Banyak bug,Banyak bug
Nice,Nice
"Gabisa menghapus file lama, kecewa.",Gabisa menghapus file lama kecewa
"Masa aplikasi gak bisa di rotate, mau buka lewat web disuruh lewat aplikasi.",Masa aplikasi gak bisa di rotate mau buka lewat web disuruh lewat aplikasi
Baik di gunakan.,Baik di gunakan
Bagus,Bagus
Mantul,Mantul
good,good
"Wah sangat bagus dan menyenangkan saya jadi tambah pintar, haha",Wah sangat bagus dan menyenangkan saya jadi tambah pintar haha
Kurang baik kalau sudah diperbarui versinya masih lelet lemot tolong perbaiki sistemnya saat ngezoom online tidak bisa terhubung,Kurang baik kalau sudah diperbarui versinya masih lelet lemot tolong perbaiki sistemnya saat ngezoom online tidak bisa terhubung
Mohon diperbaiki ini knp loadingnya lama bngt saya sampe gak bisa ngumpulin tugas :(,Mohon diperbaiki ini knp loadingnya lama bngt saya sampe gak bisa ngumpulin tugas
"Endlink Gak bisa di buka selalu loading padahal udah di update sama di instal ulang tapi tetap aja mau masuk selalu loading ,, mohon di perbaharui lagi🙏🙏",Endlink Gak bisa di buka selalu loading padahal udah di update sama di instal ulang tapi tetap aja mau masuk selalu loading  mohon di perbaharui lagi
"Kurang efisien digunakan, terlalu sering login akun dan cukup ribet. Serta fitur kurang membantu karna terlalu berbelit2. Aplikasinya juga kurang bagus, terkadang untuk login akun tidak bisa seakan-akan selalu ada masalah dengan akun kita. Padahal klo di web tetap bisa dibuka, memakan waktu jika hendak digunakan. Saran Beri kemudahn login kepada pengguna, karna hal ini cukup brpengaruh. Beberapa dosen saya pakai apk ini, dan tidak sedikit mahasiswa yg kesulitan untuk login akun.",Kurang efisien digunakan terlalu sering login akun dan cukup ribet Serta fitur kurang membantu karna terlalu berbelit Aplikasinya juga kurang bagus terkadang untuk login akun tidak bisa seakanakan selalu ada masalah dengan akun kita Padahal klo di web tetap bisa dibuka memakan waktu jika hendak digunakan Saran Beri kemudahn login kepada pengguna karna hal ini cukup brpengaruh Beberapa dosen saya pakai apk ini dan tidak sedikit mahasiswa yg kesulitan untuk login akun
"Ka , tugas atau materi saya tidak bisa dibuka padahal sebelumnya bisa dibuka",Ka  tugas atau materi saya tidak bisa dibuka padahal sebelumnya bisa dibuka
Bgus membantu,Bgus membantu
"Tolong dong edlink, masa aku mau buka kelas gk bisa cmn gara"" hp versi 6 dan yg bisa akses hp versi 9.0 keatas gk adil bgt",Tolong dong edlink masa aku mau buka kelas gk bisa cmn gara hp versi  dan yg bisa akses hp versi  keatas gk adil bgt
"loading nya lama, padahal sinyal bagus, kuota masih banyak jg, loading lama banget",loading nya lama padahal sinyal bagus kuota masih banyak jg loading lama banget
Tidak bisa terhubung dengan siakad semenjak di perbarui yang terahir Mau masuk edlink dari sistem kampus ga bisa dusuruh download dulu di playstore padahal udah di download yang versi terbarunya tolong dibantu perbaiki,Tidak bisa terhubung dengan siakad semenjak di perbarui yang terahir Mau masuk edlink dari sistem kampus ga bisa dusuruh download dulu di playstore padahal udah di download yang versi terbarunya tolong dibantu perbaiki
Loading lama banget padahl sinyal bagus kuota banyak eh tanya ke teman2 katanya sama. Kenapa sih ini edlink Harus download ulang trs biar gak loading,Loading lama banget padahl sinyal bagus kuota banyak eh tanya ke teman katanya sama Kenapa sih ini edlink Harus download ulang trs biar gak loading
aplikasi sangat bagus,aplikasi sangat bagus
Sangat bagus,Sangat bagus
kak aplikasi sya di suruh diperbarui apakah aharus di perbarui kak dan nanti apakah datanya tidak hilang kak mohon penjelasannya dan apakah kita bisa masuk kelas nya lagi kak soalnya saya lihat ada yang gk bisa masuk kelas kak saoalanya sekarang saya ad tugas kak saya mau apload tugas kak,kak aplikasi sya di suruh diperbarui apakah aharus di perbarui kak dan nanti apakah datanya tidak hilang kak mohon penjelasannya dan apakah kita bisa masuk kelas nya lagi kak soalnya saya lihat ada yang gk bisa masuk kelas kak saoalanya sekarang saya ad tugas kak saya mau apload tugas kak
"Di update kok nggak bisa ya,padahal mau kuliah jadi terganggu.ini gimana solusi nya biar bisa di update apk nya",Di update kok nggak bisa yapadahal mau kuliah jadi tergangguini gimana solusi nya biar bisa di update apk nya
"Akan terus turun ratingmu jika begini, TIDAK BISA DIPAKAI, login keluar trs",Akan terus turun ratingmu jika begini TIDAK BISA DIPAKAI login keluar trs
The Best👍💯👍💯👍💯👍💯👍💯,The Best
Mantap membantu perkuliahan dimasa pandemi,Mantap membantu perkuliahan dimasa pandemi
"Kenapa apl nya minta di-update mulu, kalo sinyal kecil gbsa dibuka Apl nya, yaampun kendala banget kuliah online",Kenapa apl nya minta diupdate mulu kalo sinyal kecil gbsa dibuka Apl nya yaampun kendala banget kuliah online
Semoga performanya bisa lebih ditingkatkan lagi yaa,Semoga performanya bisa lebih ditingkatkan lagi yaa
"Tingkatkan lagi untuk aplikasinya, menjadi yang terbaik lagi, dan kenapa kalau di update kok lama mutar nya kenapa ini, tolong diperbaiki lagi sistem nya",Tingkatkan lagi untuk aplikasinya menjadi yang terbaik lagi dan kenapa kalau di update kok lama mutar nya kenapa ini tolong diperbaiki lagi sistem nya
"Aplikasinya bagus Kak❤️🙏🏻 hanya saja sedikit saran mohon pada sistem penyimpanan tugas semuanya di bersihkan dulu Kak🙏🏻karena saat ini saya terkendala mengumpulkan tugas pada kelas kuliah saya karena penyimpan nya Full,, 🙏🏻 terima kasih",Aplikasinya bagus Kak❤️ hanya saja sedikit saran mohon pada sistem penyimpanan tugas semuanya di bersihkan dulu Kakkarena saat ini saya terkendala mengumpulkan tugas pada kelas kuliah saya karena penyimpan nya Full  terima kasih
"Untuk aplikasinya dikasih bintang tiga dulu yah, yang pengen di koreksi tolong dong munculin notifikasi aplikasinya kalo tiba2 muncul ada matkul yang masuk. Sering aja gitu telat masuk karena notifikasinya lambat. Itu aja sih selainnya bagus trimakasih",Untuk aplikasinya dikasih bintang tiga dulu yah yang pengen di koreksi tolong dong munculin notifikasi aplikasinya kalo tiba muncul ada matkul yang masuk Sering aja gitu telat masuk karena notifikasinya lambat Itu aja sih selainnya bagus trimakasih
Terimakasih telah memberi apk EdLink 5 bintang,Terimakasih telah memberi apk EdLink  bintang
">.<:0 h HH,hawcz .v Zee z aku wzs saat",h HHhawcz v Zee z aku wzs saat
Urgent min...kenapa pemberitahuan/room tugas pada edlink saya tidak muncul ya???,Urgent minkenapa pemberitahuanroom tugas pada edlink saya tidak muncul ya
Min Kenapa jadwal dosen selalu ga muncul??,Min Kenapa jadwal dosen selalu ga muncul
mantap jiwa... terima kasih sevima....(2019) Sy update review nya... Edlink masih tetap msh mangtap jiwa (2022) Msh relevan dan sangat membantu... Eror eror dikit masih wajar.,mantap jiwa terima kasih sevima Sy update review nya Edlink masih tetap msh mangtap jiwa  Msh relevan dan sangat membantu Eror eror dikit masih wajar
Kenapa kak kok saya gak bisa dwonlod data,Kenapa kak kok saya gak bisa dwonlod data
"Terima kasih karena sudah menciptakan aplikasi yang tidak berguna, karena apk ini presensi dipersulit, dan pengerjaan kuis tiba-tiba error",Terima kasih karena sudah menciptakan aplikasi yang tidak berguna karena apk ini presensi dipersulit dan pengerjaan kuis tibatiba error
"Jelek error mulu, untung aplikasi, kalo manusia udah di smackdown.",Jelek error mulu untung aplikasi kalo manusia udah di smackdown
temen-temen saya pake ini pada eror. tapi saya enggak 🙂. TAPI TEMEN TEMEN SAYA EROR 😡,tementemen saya pake ini pada eror tapi saya enggak  TAPI TEMEN TEMEN SAYA EROR
Server down mulu,Server down mulu
Baguss,Baguss
Lumayan bagus,Lumayan bagus
Good,Good
"Sering terjadi gangguan, sehingga kurang efektif dalam kegiatan belajar mengajar. Sangat tidak ramah bintang 1",Sering terjadi gangguan sehingga kurang efektif dalam kegiatan belajar mengajar Sangat tidak ramah bintang
Bagaimana kalau penyimpanan tugas Full sedangkan masih banyak tugas yang ingin di kumpulkan dan saat ingin menghapus tugas semester yang lalu Mala tidak bisa di hapus. Mohon direspon ya,Bagaimana kalau penyimpanan tugas Full sedangkan masih banyak tugas yang ingin di kumpulkan dan saat ingin menghapus tugas semester yang lalu Mala tidak bisa di hapus Mohon direspon ya
Bagaimana mengatasi penyimpanan edlink mahasiswa yang penuh???,Bagaimana mengatasi penyimpanan edlink mahasiswa yang penuh
"karena tidak bisa pakai versi 4.6.5 force close terus yaudah terpaksa pakai versi sebelumnya, tolong diperbaiki diversi itu kak",karena tidak bisa pakai versi  force close terus yaudah terpaksa pakai versi sebelumnya tolong diperbaiki diversi itu kak
Notif ngebug sering banget Kadang upload tugas malah ngestuck gajelas,Notif ngebug sering banget Kadang upload tugas malah ngestuck gajelas
