content,content_clean,content_preprocessing
"aplikasinya bagus, mempermudah kinerja guru dan dosen dalam proses pembelajaran online. tampilannya juga menarik sehingga tidak membosan kan",aplikasinya bagus mempermudah kinerja guru dan dosen dalam proses pembelajaran online tampilannya juga menarik sehingga tidak membosan kan,"['aplikasinya', 'bagus', 'mempermudah', 'kinerja', 'guru', 'dan', 'dosen', 'dalam', 'proses', 'pembelajaran', 'online', 'tampilannya', 'juga', 'menarik', 'sehingga', 'tidak', 'membosan', 'kan']"
"Aplikasinya bagus dan keren,mudah dipahami,bisa buat kerja tugas, recommended",aplikasinya bagus dan kerenmudah dipahamibisa buat kerja tugas recommended,"['aplikasinya', 'bagus', 'dan', 'kerenmudah', 'dipahamibisa', 'buat', 'kerja', 'tugas', 'recommended']"
"aplikasi EdLink,aplikasi nyaa bagus banget rekomendasi banget buat menambah nambah ilmu pelajaran,dijamin asal kan kita mau belajar di aplikasi ini,dijamin bakal ngertii sampai paham,pokoknya the best",aplikasi edlinkaplikasi nyaa bagus banget rekomendasi banget buat menambah nambah ilmu pelajarandijamin asal kan kita mau belajar di aplikasi inidijamin bakal ngertii sampai pahampokoknya the best,"['aplikasi', 'edlinkaplikasi', 'nyaa', 'bagus', 'banget', 'rekomendasi', 'banget', 'buat', 'menambah', 'nambah', 'ilmu', 'pelajarandijamin', 'asal', 'kan', 'kita', 'mau', 'belajar', 'di', 'aplikasi', 'inidijamin', 'bakal', 'ngertii', 'sampai', 'pahampokoknya', 'the', 'best']"
"Aplikasinya mudah dimengerti, jarang troble, mudah dipahami",aplikasinya mudah dimengerti jarang troble mudah dipahami,"['aplikasinya', 'mudah', 'dimengerti', 'jarang', 'troble', 'mudah', 'dipahami']"
Alhamdulillah masih setia dengan aplikasi ini,alhamdulillah masih setia dengan aplikasi ini,"['alhamdulillah', 'masih', 'setia', 'dengan', 'aplikasi', 'ini']"
"hmm sangat membantu sekali apk ini,karna mempermudah menghapus file"" yg sudah tidak terpakai",hmm sangat membantu sekali apk inikarna mempermudah menghapus file yg sudah tidak terpakai,"['hmm', 'sangat', 'membantu', 'sekali', 'apk', 'inikarna', 'mempermudah', 'menghapus', 'file', 'yg', 'sudah', 'tidak', 'terpakai']"
"Gampang bgt dipakenya, apalg saya masih kulon apk ini beneran ngebantu disediain jadwal kuliah jd gk pernah ketinggalan",gampang bgt dipakenya apalg saya masih kulon apk ini beneran ngebantu disediain jadwal kuliah jd gk pernah ketinggalan,"['gampang', 'bgt', 'dipakenya', 'apalg', 'saya', 'masih', 'kulon', 'apk', 'ini', 'beneran', 'ngebantu', 'disediain', 'jadwal', 'kuliah', 'jd', 'gk', 'pernah', 'ketinggalan']"
"Belajar via online jadi mudah pakai aplikasi ini, sangat membantu pokoknya recommended",belajar via online jadi mudah pakai aplikasi ini sangat membantu pokoknya recommended,"['belajar', 'via', 'online', 'jadi', 'mudah', 'pakai', 'aplikasi', 'ini', 'sangat', 'membantu', 'pokoknya', 'recommended']"
"Applikasi Sangat mudah digunakan dan dijalankan,sangat membantu dalam urusan perkuliahan saya. Teman juga sudah banyak yang pakai applikasi ini",applikasi sangat mudah digunakan dan dijalankansangat membantu dalam urusan perkuliahan saya teman juga sudah banyak yang pakai applikasi ini,"['applikasi', 'sangat', 'mudah', 'digunakan', 'dan', 'dijalankansangat', 'membantu', 'dalam', 'urusan', 'perkuliahan', 'saya', 'teman', 'juga', 'sudah', 'banyak', 'yang', 'pakai', 'applikasi', 'ini']"
"Keren aplikasinya, kuliah jadi tambah gampang bisa kapan dan dimana aja",keren aplikasinya kuliah jadi tambah gampang bisa kapan dan dimana aja,"['keren', 'aplikasinya', 'kuliah', 'jadi', 'tambah', 'gampang', 'bisa', 'kapan', 'dan', 'dimana', 'aja']"
"EdLing sangat membantu sekali dalam perkuliahan apalagi masa sekarang untuk interaksi secara online.aplikasinya mudah untuk di fahami fiturnya juga cukup menarik, tapi kadang suka ada error' waktu mau masuk aplknya, semoga kedepannya dapat lebih di perbaiki ka untuk kenyamanan penggunanya,terima kasih..",edling sangat membantu sekali dalam perkuliahan apalagi masa sekarang untuk interaksi secara onlineaplikasinya mudah untuk di fahami fiturnya juga cukup menarik tapi kadang suka ada error waktu mau masuk aplknya semoga kedepannya dapat lebih di perbaiki ka untuk kenyamanan penggunanyaterima kasih,"['edling', 'sangat', 'membantu', 'sekali', 'dalam', 'perkuliahan', 'apalagi', 'masa', 'sekarang', 'untuk', 'interaksi', 'secara', 'onlineaplikasinya', 'mudah', 'untuk', 'di', 'fahami', 'fiturnya', 'juga', 'cukup', 'menarik', 'tapi', 'kadang', 'suka', 'ada', 'error', 'waktu', 'mau', 'masuk', 'aplknya', 'semoga', 'kedepannya', 'dapat', 'lebih', 'di', 'perbaiki', 'ka', 'untuk', 'kenyamanan', 'penggunanyaterima', 'kasih']"
"Sangat menyukainya Untuk Aplikasi Ini, karena ini sangat tepat digunakan dalam Berbagai Macam Hal Salah Satunya Untuk Diwaktu Kuliah Aplikasi Ini Sangat Berguna. Sukses terus EdLink",sangat menyukainya untuk aplikasi ini karena ini sangat tepat digunakan dalam berbagai macam hal salah satunya untuk diwaktu kuliah aplikasi ini sangat berguna sukses terus edlink,"['sangat', 'menyukainya', 'untuk', 'aplikasi', 'ini', 'karena', 'ini', 'sangat', 'tepat', 'digunakan', 'dalam', 'berbagai', 'macam', 'hal', 'salah', 'satunya', 'untuk', 'diwaktu', 'kuliah', 'aplikasi', 'ini', 'sangat', 'berguna', 'sukses', 'terus', 'edlink']"
"Aplikasinya sangat memudahkan dalam pembelajaran online, penggunaannya juga mudah dipahami.",aplikasinya sangat memudahkan dalam pembelajaran online penggunaannya juga mudah dipahami,"['aplikasinya', 'sangat', 'memudahkan', 'dalam', 'pembelajaran', 'online', 'penggunaannya', 'juga', 'mudah', 'dipahami']"
"Berbagi informasi, data,media dll menjadi lebih mudah,sedikit masalah di login agak lama,selebihnya ok..",berbagi informasi datamedia dll menjadi lebih mudahsedikit masalah di login agak lamaselebihnya ok,"['berbagi', 'informasi', 'datamedia', 'dll', 'menjadi', 'lebih', 'mudahsedikit', 'masalah', 'di', 'login', 'agak', 'lamaselebihnya', 'ok']"
"Awalnya difikir g membantu..ternyata sangat mempermudah dalam mengumpulkan tugas2 kuliah ..,moga dengan makin banyak fitur banyak manfaatnya juga..",awalnya difikir g membantuternyata sangat mempermudah dalam mengumpulkan tugas kuliah moga dengan makin banyak fitur banyak manfaatnya juga,"['awalnya', 'difikir', 'g', 'membantuternyata', 'sangat', 'mempermudah', 'dalam', 'mengumpulkan', 'tugas', 'kuliah', 'moga', 'dengan', 'makin', 'banyak', 'fitur', 'banyak', 'manfaatnya', 'juga']"
EdLink ini membantu saya sekali dalam sistem pembelajaran online selama pemakaian jangka panjang overall puad pake EdLink,edlink ini membantu saya sekali dalam sistem pembelajaran online selama pemakaian jangka panjang overall puad pake edlink,"['edlink', 'ini', 'membantu', 'saya', 'sekali', 'dalam', 'sistem', 'pembelajaran', 'online', 'selama', 'pemakaian', 'jangka', 'panjang', 'overall', 'puad', 'pake', 'edlink']"
"Aplikasi nya bermanfaat bnget ini sihh, kalian wajib cobain aplikasi ini",aplikasi nya bermanfaat bnget ini sihh kalian wajib cobain aplikasi ini,"['aplikasi', 'nya', 'bermanfaat', 'bnget', 'ini', 'sihh', 'kalian', 'wajib', 'cobain', 'aplikasi', 'ini']"
"Aplikasinya bagus nih sangat membantu dalam pembelajaran online, mudah lg digunakan.",aplikasinya bagus nih sangat membantu dalam pembelajaran online mudah lg digunakan,"['aplikasinya', 'bagus', 'nih', 'sangat', 'membantu', 'dalam', 'pembelajaran', 'online', 'mudah', 'lg', 'digunakan']"
"Sangat rekomended skali nih bagi anak skolah,kuliahan sekalipun dosen soal nya bisa nyimpen materi gk ribet hrus bawa2 buku atau poto copy an",sangat rekomended skali nih bagi anak skolahkuliahan sekalipun dosen soal nya bisa nyimpen materi gk ribet hrus bawa buku atau poto copy an,"['sangat', 'rekomended', 'skali', 'nih', 'bagi', 'anak', 'skolahkuliahan', 'sekalipun', 'dosen', 'soal', 'nya', 'bisa', 'nyimpen', 'materi', 'gk', 'ribet', 'hrus', 'bawa', 'buku', 'atau', 'poto', 'copy', 'an']"
Saya kasih bintang 5 untuk aplikasi Edlink karena sudah bagus dan mudah di gunakan,saya kasih bintang  untuk aplikasi edlink karena sudah bagus dan mudah di gunakan,"['saya', 'kasih', 'bintang', 'untuk', 'aplikasi', 'edlink', 'karena', 'sudah', 'bagus', 'dan', 'mudah', 'di', 'gunakan']"
"Saya sangat menyukai aplikasi ini karena aplikasi edlink ini sangat membantu, dengan aplikasi ini saya bisa Berbagi informasi, materi perkuliahan , dan menjadikan tugas lebih mudah.",saya sangat menyukai aplikasi ini karena aplikasi edlink ini sangat membantu dengan aplikasi ini saya bisa berbagi informasi materi perkuliahan  dan menjadikan tugas lebih mudah,"['saya', 'sangat', 'menyukai', 'aplikasi', 'ini', 'karena', 'aplikasi', 'edlink', 'ini', 'sangat', 'membantu', 'dengan', 'aplikasi', 'ini', 'saya', 'bisa', 'berbagi', 'informasi', 'materi', 'perkuliahan', 'dan', 'menjadikan', 'tugas', 'lebih', 'mudah']"
Wah bagus banget kak aplikasi nya mbantu aku dalam menyelesaikan soal wawancara ujian tesis,wah bagus banget kak aplikasi nya mbantu aku dalam menyelesaikan soal wawancara ujian tesis,"['wah', 'bagus', 'banget', 'kak', 'aplikasi', 'nya', 'mbantu', 'aku', 'dalam', 'menyelesaikan', 'soal', 'wawancara', 'ujian', 'tesis']"
Sangat membantu untuk sistem pembelajaran masa sekarng ..,sangat membantu untuk sistem pembelajaran masa sekarng,"['sangat', 'membantu', 'untuk', 'sistem', 'pembelajaran', 'masa', 'sekarng']"
"Aplikasinya bagus dan membantu banget buat belajar online, apalagi masi waktu pandemi",aplikasinya bagus dan membantu banget buat belajar online apalagi masi waktu pandemi,"['aplikasinya', 'bagus', 'dan', 'membantu', 'banget', 'buat', 'belajar', 'online', 'apalagi', 'masi', 'waktu', 'pandemi']"
Dengan aplikasi EdLink berbagi informasi dengan teman2 dan tugas dalam kelas jadi mudah.,dengan aplikasi edlink berbagi informasi dengan teman dan tugas dalam kelas jadi mudah,"['dengan', 'aplikasi', 'edlink', 'berbagi', 'informasi', 'dengan', 'teman', 'dan', 'tugas', 'dalam', 'kelas', 'jadi', 'mudah']"
"Aplikasinya semakin bagus,terus ditingkatkan ya ,,",aplikasinya semakin bagusterus ditingkatkan ya,"['aplikasinya', 'semakin', 'bagusterus', 'ditingkatkan', 'ya']"
"Kreen, kita bisa blajar dari mana saja dan kapan saja... Ada fitur kumpulin tugas juga, jadi bisa evaluasi hasil belajar nnti",kreen kita bisa blajar dari mana saja dan kapan saja ada fitur kumpulin tugas juga jadi bisa evaluasi hasil belajar nnti,"['kreen', 'kita', 'bisa', 'blajar', 'dari', 'mana', 'saja', 'dan', 'kapan', 'saja', 'ada', 'fitur', 'kumpulin', 'tugas', 'juga', 'jadi', 'bisa', 'evaluasi', 'hasil', 'belajar', 'nnti']"
"Aplikasinya ok...sangat membantu anak dalam belajar, fiturnya lengkap, terimakasih EdLink..",aplikasinya oksangat membantu anak dalam belajar fiturnya lengkap terimakasih edlink,"['aplikasinya', 'oksangat', 'membantu', 'anak', 'dalam', 'belajar', 'fiturnya', 'lengkap', 'terimakasih', 'edlink']"
menurut aq ini aplikasi yang bagus dan juga bermanfaat banget yah ....karna ini sangat membantu dan memudahkan saya saat blajar online,menurut aq ini aplikasi yang bagus dan juga bermanfaat banget yah karna ini sangat membantu dan memudahkan saya saat blajar online,"['menurut', 'aq', 'ini', 'aplikasi', 'yang', 'bagus', 'dan', 'juga', 'bermanfaat', 'banget', 'yah', 'karna', 'ini', 'sangat', 'membantu', 'dan', 'memudahkan', 'saya', 'saat', 'blajar', 'online']"
Aplikasinya bagus sekali.untuk sistim penyimpanan tugasnya lebih ditingkatkan lagi kak.agar penyimpanan tidak mudah full .terimakasih,aplikasinya bagus sekaliuntuk sistim penyimpanan tugasnya lebih ditingkatkan lagi kakagar penyimpanan tidak mudah full terimakasih,"['aplikasinya', 'bagus', 'sekaliuntuk', 'sistim', 'penyimpanan', 'tugasnya', 'lebih', 'ditingkatkan', 'lagi', 'kakagar', 'penyimpanan', 'tidak', 'mudah', 'full', 'terimakasih']"
Recommended banget.... terimakasih Edlink,recommended banget terimakasih edlink,"['recommended', 'banget', 'terimakasih', 'edlink']"
"Aplikasi yg sangat bermanfaat , selamat mencoba teman2",aplikasi yg sangat bermanfaat  selamat mencoba teman,"['aplikasi', 'yg', 'sangat', 'bermanfaat', 'selamat', 'mencoba', 'teman']"
Wah aplikasi yang sangat bermanfaat sekali.oya saya sarankan untuk penyimpanan opsional harus di tambahin.recomented pokoknya,wah aplikasi yang sangat bermanfaat sekalioya saya sarankan untuk penyimpanan opsional harus di tambahinrecomented pokoknya,"['wah', 'aplikasi', 'yang', 'sangat', 'bermanfaat', 'sekalioya', 'saya', 'sarankan', 'untuk', 'penyimpanan', 'opsional', 'harus', 'di', 'tambahinrecomented', 'pokoknya']"
"Mantab ..bintang 5 , recomended aplikasi untuk kegiatan belajar mengajar secara online ...semoga terus dikembangkan menjadi lebih baik lagi",mantab bintang   recomended aplikasi untuk kegiatan belajar mengajar secara online semoga terus dikembangkan menjadi lebih baik lagi,"['mantab', 'bintang', 'recomended', 'aplikasi', 'untuk', 'kegiatan', 'belajar', 'mengajar', 'secara', 'online', 'semoga', 'terus', 'dikembangkan', 'menjadi', 'lebih', 'baik', 'lagi']"
Rekomen banget nih sangat membantu saya dalam belajar materi pelajaran perkuliahan sukses selalu buat aplikasinya,rekomen banget nih sangat membantu saya dalam belajar materi pelajaran perkuliahan sukses selalu buat aplikasinya,"['rekomen', 'banget', 'nih', 'sangat', 'membantu', 'saya', 'dalam', 'belajar', 'materi', 'pelajaran', 'perkuliahan', 'sukses', 'selalu', 'buat', 'aplikasinya']"
Sangat membantu saya dalam menyelesaikan skripsi banyak sekali materi kuliah di sini,sangat membantu saya dalam menyelesaikan skripsi banyak sekali materi kuliah di sini,"['sangat', 'membantu', 'saya', 'dalam', 'menyelesaikan', 'skripsi', 'banyak', 'sekali', 'materi', 'kuliah', 'di', 'sini']"
"Aplikasinya sangat membantu banget buat pelajar kaya aku. Jadi gk perlu bingung"" lagi kalau ada pelajaran kelompok.",aplikasinya sangat membantu banget buat pelajar kaya aku jadi gk perlu bingung lagi kalau ada pelajaran kelompok,"['aplikasinya', 'sangat', 'membantu', 'banget', 'buat', 'pelajar', 'kaya', 'aku', 'jadi', 'gk', 'perlu', 'bingung', 'lagi', 'kalau', 'ada', 'pelajaran', 'kelompok']"
Aplikasinya sangat bermanfaat dan sangat mudah digunakan. Fitur2nya juga lengkap. Terima kasih EdLink.,aplikasinya sangat bermanfaat dan sangat mudah digunakan fiturnya juga lengkap terima kasih edlink,"['aplikasinya', 'sangat', 'bermanfaat', 'dan', 'sangat', 'mudah', 'digunakan', 'fiturnya', 'juga', 'lengkap', 'terima', 'kasih', 'edlink']"
Aplikasi edlink membantu para siswa dlm hal pembelajaran dlm forum berupa info dan materi jg bs di dpt dr aplikasi ini.keren sih,aplikasi edlink membantu para siswa dlm hal pembelajaran dlm forum berupa info dan materi jg bs di dpt dr aplikasi inikeren sih,"['aplikasi', 'edlink', 'membantu', 'para', 'siswa', 'dlm', 'hal', 'pembelajaran', 'dlm', 'forum', 'berupa', 'info', 'dan', 'materi', 'jg', 'bs', 'di', 'dpt', 'dr', 'aplikasi', 'inikeren', 'sih']"
"Bagus aplikasinya, sangat membantu sekali untuk cek dan ricek pengumpulan tugas. Tampilannya eye catching dan cara kerja sistemnya juga mudah dimengerti. Good 👍",bagus aplikasinya sangat membantu sekali untuk cek dan ricek pengumpulan tugas tampilannya eye catching dan cara kerja sistemnya juga mudah dimengerti good,"['bagus', 'aplikasinya', 'sangat', 'membantu', 'sekali', 'untuk', 'cek', 'dan', 'ricek', 'pengumpulan', 'tugas', 'tampilannya', 'eye', 'catching', 'dan', 'cara', 'kerja', 'sistemnya', 'juga', 'mudah', 'dimengerti', 'good']"
Wow mantap setelah unduh apk EdLink saya sangat puas dan menyenangkan diskusi lancar dan video conference tidak ada halangan mantul pertahankan,wow mantap setelah unduh apk edlink saya sangat puas dan menyenangkan diskusi lancar dan video conference tidak ada halangan mantul pertahankan,"['wow', 'mantap', 'setelah', 'unduh', 'apk', 'edlink', 'saya', 'sangat', 'puas', 'dan', 'menyenangkan', 'diskusi', 'lancar', 'dan', 'video', 'conference', 'tidak', 'ada', 'halangan', 'mantul', 'pertahankan']"
Aplikasi EdLink so far so good menurut saya. Tinggal perbesar bagian panyimpanannya biar lebih enak lagi.,aplikasi edlink so far so good menurut saya tinggal perbesar bagian panyimpanannya biar lebih enak lagi,"['aplikasi', 'edlink', 'so', 'far', 'so', 'good', 'menurut', 'saya', 'tinggal', 'perbesar', 'bagian', 'panyimpanannya', 'biar', 'lebih', 'enak', 'lagi']"
"Bagus aplikasinya, mudah digunakan fiturnya juga banyak jadi lebih mempermudah penggunanya",bagus aplikasinya mudah digunakan fiturnya juga banyak jadi lebih mempermudah penggunanya,"['bagus', 'aplikasinya', 'mudah', 'digunakan', 'fiturnya', 'juga', 'banyak', 'jadi', 'lebih', 'mempermudah', 'penggunanya']"
"Untuk kegiatan belajar online pakai aplikasi Edlink saya akui sih bagus,dan untuk menghapus file nya pun juga mudah.Oh iya satu lagi yaitu tampilan aplikasi nya fresh!",untuk kegiatan belajar online pakai aplikasi edlink saya akui sih bagusdan untuk menghapus file nya pun juga mudahoh iya satu lagi yaitu tampilan aplikasi nya fresh,"['untuk', 'kegiatan', 'belajar', 'online', 'pakai', 'aplikasi', 'edlink', 'saya', 'akui', 'sih', 'bagusdan', 'untuk', 'menghapus', 'file', 'nya', 'pun', 'juga', 'mudahoh', 'iya', 'satu', 'lagi', 'yaitu', 'tampilan', 'aplikasi', 'nya', 'fresh']"
"Aplikasi rusak, harus update kalau mau masuk apk ini gak jelas",aplikasi rusak harus update kalau mau masuk apk ini gak jelas,"['aplikasi', 'rusak', 'harus', 'update', 'kalau', 'mau', 'masuk', 'apk', 'ini', 'gak', 'jelas']"
Tolong untuk penghapusan file dipermudah. Untuk menghapus file sulit sekali karena ada peringatan tidak bisa dihapus meski sudah pakai banyak tutorial menghapus tetap tidak bisa. Sedangkan penyimpanan tidak banyak dan cepat penuh. Terimakasih.,tolong untuk penghapusan file dipermudah untuk menghapus file sulit sekali karena ada peringatan tidak bisa dihapus meski sudah pakai banyak tutorial menghapus tetap tidak bisa sedangkan penyimpanan tidak banyak dan cepat penuh terimakasih,"['tolong', 'untuk', 'penghapusan', 'file', 'dipermudah', 'untuk', 'menghapus', 'file', 'sulit', 'sekali', 'karena', 'ada', 'peringatan', 'tidak', 'bisa', 'dihapus', 'meski', 'sudah', 'pakai', 'banyak', 'tutorial', 'menghapus', 'tetap', 'tidak', 'bisa', 'sedangkan', 'penyimpanan', 'tidak', 'banyak', 'dan', 'cepat', 'penuh', 'terimakasih']"
Ok,ok,['ok']
Sesuai pengalaman saya ya cuma segitu,sesuai pengalaman saya ya cuma segitu,"['sesuai', 'pengalaman', 'saya', 'ya', 'cuma', 'segitu']"
Ko ngga bisa masuk ya? mentok di logo,ko ngga bisa masuk ya mentok di logo,"['ko', 'ngga', 'bisa', 'masuk', 'ya', 'mentok', 'di', 'logo']"
Memudahkan mahasiswa mengirim tugas...👍,memudahkan mahasiswa mengirim tugas,"['memudahkan', 'mahasiswa', 'mengirim', 'tugas']"
"Data mudah penuh, gabisa diperbarui untuk penambahan data, data yang lama juga gabisa di hapus. Tidak muncul notifikasi juga",data mudah penuh gabisa diperbarui untuk penambahan data data yang lama juga gabisa di hapus tidak muncul notifikasi juga,"['data', 'mudah', 'penuh', 'gabisa', 'diperbarui', 'untuk', 'penambahan', 'data', 'data', 'yang', 'lama', 'juga', 'gabisa', 'di', 'hapus', 'tidak', 'muncul', 'notifikasi', 'juga']"
Begini dulu,begini dulu,"['begini', 'dulu']"
"Maaf sebelumnya nihh, tolong dong buat edlink diperbaiki lagi sistemnya, kalo mau ngirim tugas dll suka lemot padahal koneksi jaringan stabil. Terimakasih 🙏",maaf sebelumnya nihh tolong dong buat edlink diperbaiki lagi sistemnya kalo mau ngirim tugas dll suka lemot padahal koneksi jaringan stabil terimakasih,"['maaf', 'sebelumnya', 'nihh', 'tolong', 'dong', 'buat', 'edlink', 'diperbaiki', 'lagi', 'sistemnya', 'kalo', 'mau', 'ngirim', 'tugas', 'dll', 'suka', 'lemot', 'padahal', 'koneksi', 'jaringan', 'stabil', 'terimakasih']"
